time	V(n002)	I(Rc)	Ib(Q1)
5.629905402560586e-001	1.712184e-001	1.671850e-002	1.000000e-004
5.726166563274872e-001	1.760163e-001	1.700248e-002	1.000000e-004
5.822427723989156e-001	1.813194e-001	1.728596e-002	1.000000e-004
5.918688884703443e-001	1.871277e-001	1.756894e-002	1.000000e-004
5.956356295417729e-001	1.896067e-001	1.767946e-002	1.000000e-004
5.994023706132013e-001	1.926579e-001	1.778941e-002	1.000000e-004
6.031691116846299e-001	1.962813e-001	1.789879e-002	1.000000e-004
6.069358527560586e-001	2.004769e-001	1.800760e-002	1.000000e-004
6.107025938274872e-001	2.052447e-001	1.811583e-002	1.000000e-004
6.144693348989156e-001	2.105847e-001	1.822350e-002	1.000000e-004
6.182360759703443e-001	2.164970e-001	1.833059e-002	1.000000e-004
6.196311652560586e-001	2.189737e-001	1.836996e-002	1.000000e-004
6.210262545417729e-001	2.219979e-001	1.840879e-002	1.000000e-004
6.224213438274872e-001	2.255696e-001	1.844707e-002	1.000000e-004
6.238164331132013e-001	2.296889e-001	1.848480e-002	1.000000e-004
6.252115223989156e-001	2.343558e-001	1.852199e-002	1.000000e-004
6.266066116846299e-001	2.395702e-001	1.855863e-002	1.000000e-004
6.280017009703443e-001	2.453321e-001	1.859472e-002	1.000000e-004
6.299548259703443e-001	2.565467e-001	1.864210e-002	1.000000e-004
6.309313884703443e-001	2.638574e-001	1.866408e-002	1.000000e-004
6.319079509703443e-001	2.728563e-001	1.868438e-002	1.000000e-004
6.328845134703443e-001	2.841281e-001	1.870241e-002	1.000000e-004
6.338610759703443e-001	2.982873e-001	1.871755e-002	1.000000e-004
6.348376384703443e-001	3.156684e-001	1.872946e-002	1.000000e-004
6.358142009703443e-001	3.359932e-001	1.873843e-002	1.000000e-004
6.377673259703443e-001	3.820957e-001	1.875092e-002	1.000000e-004
9.795642009703443e-001	9.011380e+000	2.037555e-002	1.000000e-004
9.990954509703443e-001	9.504520e+000	2.046834e-002	1.000000e-004
1.000000000000000e+000	9.527359e+000	2.047264e-002	1.000000e-004
